Date,POC,PM2.5,AQI_VALUE,COUNTY,LATITUDE,LONGITUDE
4/3/2020,1,4.1,17,Denton,33.219069,-97.196284
4/4/2020,1,4.5,19,Denton,33.219069,-97.196284
4/5/2020,1,8.6,36,Denton,33.219069,-97.196284
4/6/2020,1,13.8,55,Denton,33.219069,-97.196284
4/7/2020,1,9,38,Denton,33.219069,-97.196284
4/8/2020,1,6.3,26,Denton,33.219069,-97.196284
4/9/2020,1,10.7,45,Denton,33.219069,-97.196284
4/10/2020,1,9.7,40,Denton,33.219069,-97.196284
4/11/2020,1,9.1,38,Denton,33.219069,-97.196284
4/12/2020,1,6.3,26,Denton,33.219069,-97.196284
4/13/2020,1,3.9,16,Denton,33.219069,-97.196284
4/14/2020,1,4,17,Denton,33.219069,-97.196284
4/15/2020,1,5.5,23,Denton,33.219069,-97.196284
4/16/2020,1,7.7,32,Denton,33.219069,-97.196284
4/17/2020,1,5.8,24,Denton,33.219069,-97.196284
4/18/2020,1,7.3,30,Denton,33.219069,-97.196284
4/19/2020,1,9.2,38,Denton,33.219069,-97.196284
4/20/2020,1,6.7,28,Denton,33.219069,-97.196284
4/21/2020,1,10.7,45,Denton,33.219069,-97.196284
4/22/2020,1,6.7,28,Denton,33.219069,-97.196284
4/23/2020,1,2.1,9,Denton,33.219069,-97.196284
4/24/2020,1,5.4,23,Denton,33.219069,-97.196284
4/25/2020,1,4.6,19,Denton,33.219069,-97.196284
4/26/2020,1,5.5,23,Denton,33.219069,-97.196284
4/27/2020,1,7.6,32,Denton,33.219069,-97.196284
4/28/2020,1,8.9,37,Denton,33.219069,-97.196284
4/29/2020,1,3.3,14,Denton,33.219069,-97.196284
4/30/2020,1,5.9,25,Denton,33.219069,-97.196284
5/1/2020,1,6.5,27,Denton,33.219069,-97.196284
5/2/2020,1,6.5,27,Denton,33.219069,-97.196284
5/3/2020,1,7.8,33,Denton,33.219069,-97.196284
5/4/2020,1,9,38,Denton,33.219069,-97.196284
5/5/2020,1,3.2,13,Denton,33.219069,-97.196284
5/6/2020,1,3.6,15,Denton,33.219069,-97.196284
5/7/2020,1,6.7,28,Denton,33.219069,-97.196284
5/8/2020,1,4.1,17,Denton,33.219069,-97.196284
5/9/2020,1,5.4,23,Denton,33.219069,-97.196284
5/10/2020,1,8,33,Denton,33.219069,-97.196284
5/11/2020,1,5.9,25,Denton,33.219069,-97.196284
5/12/2020,1,6.3,26,Denton,33.219069,-97.196284
5/13/2020,1,6.4,27,Denton,33.219069,-97.196284
5/14/2020,1,6.9,29,Denton,33.219069,-97.196284
5/15/2020,1,6.6,28,Denton,33.219069,-97.196284
5/16/2020,1,2.7,11,Denton,33.219069,-97.196284
5/17/2020,1,3.4,14,Denton,33.219069,-97.196284
5/18/2020,1,6,25,Denton,33.219069,-97.196284
5/19/2020,1,7,29,Denton,33.219069,-97.196284
5/20/2020,1,8.5,35,Denton,33.219069,-97.196284
5/21/2020,1,16.1,59,Denton,33.219069,-97.196284
5/22/2020,1,11.5,48,Denton,33.219069,-97.196284
5/23/2020,1,8.4,35,Denton,33.219069,-97.196284
5/24/2020,1,3.9,16,Denton,33.219069,-97.196284
5/25/2020,1,2.6,11,Denton,33.219069,-97.196284
5/26/2020,1,1,4,Denton,33.219069,-97.196284
5/27/2020,1,3.3,14,Denton,33.219069,-97.196284
5/28/2020,1,3.8,16,Denton,33.219069,-97.196284
5/29/2020,1,4.1,17,Denton,33.219069,-97.196284
5/30/2020,1,6.5,27,Denton,33.219069,-97.196284
5/31/2020,1,7,29,Denton,33.219069,-97.196284
6/1/2020,1,10.2,43,Denton,33.219069,-97.196284
6/2/2020,1,11.7,49,Denton,33.219069,-97.196284
6/3/2020,1,9.9,41,Denton,33.219069,-97.196284
6/4/2020,1,6.2,26,Denton,33.219069,-97.196284
6/5/2020,1,8.1,34,Denton,33.219069,-97.196284
6/6/2020,1,9,38,Denton,33.219069,-97.196284
6/7/2020,1,8.6,36,Denton,33.219069,-97.196284
6/8/2020,1,8.3,35,Denton,33.219069,-97.196284
6/9/2020,1,10.2,43,Denton,33.219069,-97.196284
6/11/2020,1,3.1,13,Denton,33.219069,-97.196284
6/12/2020,1,6.5,27,Denton,33.219069,-97.196284
6/13/2020,1,6.9,29,Denton,33.219069,-97.196284
6/14/2020,1,8.5,35,Denton,33.219069,-97.196284
6/15/2020,1,12,50,Denton,33.219069,-97.196284
6/16/2020,1,9.2,38,Denton,33.219069,-97.196284
6/17/2020,1,8.8,37,Denton,33.219069,-97.196284
6/18/2020,1,7,29,Denton,33.219069,-97.196284
6/19/2020,1,6.1,25,Denton,33.219069,-97.196284
6/20/2020,1,5.3,22,Denton,33.219069,-97.196284
6/21/2020,1,4.2,18,Denton,33.219069,-97.196284
6/22/2020,1,4.9,20,Denton,33.219069,-97.196284
6/23/2020,1,5,21,Denton,33.219069,-97.196284
6/24/2020,1,5.1,21,Denton,33.219069,-97.196284
6/25/2020,1,8.7,36,Denton,33.219069,-97.196284
6/26/2020,1,20.6,69,Denton,33.219069,-97.196284
6/27/2020,1,52,142,Denton,33.219069,-97.196284
6/28/2020,1,22.4,73,Denton,33.219069,-97.196284
6/29/2020,1,15.2,58,Denton,33.219069,-97.196284
6/30/2020,1,21.5,71,Denton,33.219069,-97.196284
7/1/2020,1,20.1,68,Denton,33.219069,-97.196284
7/2/2020,1,19.4,66,Denton,33.219069,-97.196284
7/3/2020,1,23.5,75,Denton,33.219069,-97.196284
7/4/2020,1,18.7,65,Denton,33.219069,-97.196284
7/5/2020,1,14.6,56,Denton,33.219069,-97.196284
7/6/2020,1,7.7,32,Denton,33.219069,-97.196284
7/7/2020,1,9.5,40,Denton,33.219069,-97.196284
7/8/2020,1,16.4,60,Denton,33.219069,-97.196284
7/9/2020,1,19.4,66,Denton,33.219069,-97.196284
7/10/2020,1,12.1,51,Denton,33.219069,-97.196284
7/11/2020,1,10.6,44,Denton,33.219069,-97.196284
7/12/2020,1,5.4,23,Denton,33.219069,-97.196284
7/13/2020,1,10.5,44,Denton,33.219069,-97.196284
7/14/2020,1,15.7,59,Denton,33.219069,-97.196284
7/15/2020,1,15.1,57,Denton,33.219069,-97.196284
7/16/2020,1,24.1,76,Denton,33.219069,-97.196284
7/20/2020,1,8.3,35,Denton,33.219069,-97.196284
7/21/2020,1,6,25,Denton,33.219069,-97.196284
7/22/2020,1,5.8,24,Denton,33.219069,-97.196284
7/23/2020,1,7.2,30,Denton,33.219069,-97.196284
1/1/2020,3,7.6,32,Ellis,32.482083,-97.026899
1/2/2020,3,8.2,34,Ellis,32.482083,-97.026899
1/3/2020,3,6.3,26,Ellis,32.482083,-97.026899
1/4/2020,3,6,25,Ellis,32.482083,-97.026899
1/5/2020,3,5.5,23,Ellis,32.482083,-97.026899
1/6/2020,3,7.5,31,Ellis,32.482083,-97.026899
1/7/2020,3,8.8,37,Ellis,32.482083,-97.026899
1/8/2020,3,7.6,32,Ellis,32.482083,-97.026899
1/9/2020,3,5.7,24,Ellis,32.482083,-97.026899
1/10/2020,3,6.8,28,Ellis,32.482083,-97.026899
1/11/2020,3,5.9,25,Ellis,32.482083,-97.026899
1/12/2020,3,5.1,21,Ellis,32.482083,-97.026899
1/13/2020,3,8.2,34,Ellis,32.482083,-97.026899
1/24/2020,3,3.5,15,Ellis,32.482083,-97.026899
1/25/2020,3,4.7,20,Ellis,32.482083,-97.026899
1/26/2020,3,6.9,29,Ellis,32.482083,-97.026899
1/27/2020,3,8.3,35,Ellis,32.482083,-97.026899
1/28/2020,3,6.1,25,Ellis,32.482083,-97.026899
1/29/2020,3,4.1,17,Ellis,32.482083,-97.026899
1/30/2020,3,4.9,20,Ellis,32.482083,-97.026899
1/31/2020,3,6.2,26,Ellis,32.482083,-97.026899
2/1/2020,3,5.5,23,Ellis,32.482083,-97.026899
2/2/2020,3,6.2,26,Ellis,32.482083,-97.026899
2/3/2020,3,8.5,35,Ellis,32.482083,-97.026899
2/4/2020,3,6.3,26,Ellis,32.482083,-97.026899
2/5/2020,3,3.9,16,Ellis,32.482083,-97.026899
2/6/2020,3,4.1,17,Ellis,32.482083,-97.026899
2/7/2020,3,8.2,34,Ellis,32.482083,-97.026899
2/8/2020,3,6.3,26,Ellis,32.482083,-97.026899
2/9/2020,3,6.3,26,Ellis,32.482083,-97.026899
2/10/2020,3,5.2,22,Ellis,32.482083,-97.026899
2/11/2020,3,4.6,19,Ellis,32.482083,-97.026899
2/12/2020,3,4.5,19,Ellis,32.482083,-97.026899
2/13/2020,3,5.6,23,Ellis,32.482083,-97.026899
2/14/2020,3,4.6,19,Ellis,32.482083,-97.026899
2/15/2020,3,7.1,30,Ellis,32.482083,-97.026899
2/16/2020,3,9.9,41,Ellis,32.482083,-97.026899
2/17/2020,3,9.2,38,Ellis,32.482083,-97.026899
2/18/2020,3,7.5,31,Ellis,32.482083,-97.026899
2/19/2020,3,4.9,20,Ellis,32.482083,-97.026899
2/20/2020,3,5.6,23,Ellis,32.482083,-97.026899
2/21/2020,3,4.7,20,Ellis,32.482083,-97.026899
2/22/2020,3,5.9,25,Ellis,32.482083,-97.026899
2/23/2020,3,6.5,27,Ellis,32.482083,-97.026899
2/24/2020,3,4.3,18,Ellis,32.482083,-97.026899
2/25/2020,3,5,21,Ellis,32.482083,-97.026899
2/26/2020,3,4.2,18,Ellis,32.482083,-97.026899
2/27/2020,3,5.1,21,Ellis,32.482083,-97.026899
2/28/2020,3,5.7,24,Ellis,32.482083,-97.026899
2/29/2020,3,7.1,30,Ellis,32.482083,-97.026899
3/1/2020,3,7.2,30,Ellis,32.482083,-97.026899
3/2/2020,3,11.1,46,Ellis,32.482083,-97.026899
3/3/2020,3,13.7,54,Ellis,32.482083,-97.026899
3/4/2020,3,8.5,35,Ellis,32.482083,-97.026899
3/5/2020,3,10.9,45,Ellis,32.482083,-97.026899
3/6/2020,3,7.5,31,Ellis,32.482083,-97.026899
3/7/2020,3,7.1,30,Ellis,32.482083,-97.026899
3/8/2020,3,9.1,38,Ellis,32.482083,-97.026899
3/9/2020,3,9.9,41,Ellis,32.482083,-97.026899
3/10/2020,3,8.5,35,Ellis,32.482083,-97.026899
3/11/2020,3,12.6,52,Ellis,32.482083,-97.026899
3/12/2020,3,11.2,47,Ellis,32.482083,-97.026899
3/13/2020,3,9.1,38,Ellis,32.482083,-97.026899
3/14/2020,3,7.1,30,Ellis,32.482083,-97.026899
3/15/2020,3,3.5,15,Ellis,32.482083,-97.026899
3/16/2020,3,9.3,39,Ellis,32.482083,-97.026899
3/17/2020,3,14.3,56,Ellis,32.482083,-97.026899
3/18/2020,3,10.3,43,Ellis,32.482083,-97.026899
3/19/2020,3,13.2,53,Ellis,32.482083,-97.026899
3/20/2020,3,4.5,19,Ellis,32.482083,-97.026899
3/21/2020,3,5.4,23,Ellis,32.482083,-97.026899
3/22/2020,3,5.6,23,Ellis,32.482083,-97.026899
3/23/2020,3,9.5,40,Ellis,32.482083,-97.026899
3/24/2020,3,7.6,32,Ellis,32.482083,-97.026899
3/25/2020,3,13.1,53,Ellis,32.482083,-97.026899
3/26/2020,3,17.5,62,Ellis,32.482083,-97.026899
3/27/2020,3,15.5,58,Ellis,32.482083,-97.026899
3/28/2020,3,9,38,Ellis,32.482083,-97.026899
3/29/2020,3,8.1,34,Ellis,32.482083,-97.026899
3/30/2020,3,7,29,Ellis,32.482083,-97.026899
3/31/2020,3,3.6,15,Ellis,32.482083,-97.026899
4/1/2020,3,5.5,23,Ellis,32.482083,-97.026899
4/2/2020,3,9,38,Ellis,32.482083,-97.026899
4/3/2020,3,5.5,23,Ellis,32.482083,-97.026899
4/4/2020,3,5.4,23,Ellis,32.482083,-97.026899
4/5/2020,3,10.3,43,Ellis,32.482083,-97.026899
4/6/2020,3,13.8,55,Ellis,32.482083,-97.026899
4/7/2020,3,10.3,43,Ellis,32.482083,-97.026899
4/8/2020,3,14.2,55,Ellis,32.482083,-97.026899
4/9/2020,3,13.2,53,Ellis,32.482083,-97.026899
4/10/2020,3,8.6,36,Ellis,32.482083,-97.026899
4/11/2020,3,8.5,35,Ellis,32.482083,-97.026899
4/12/2020,3,8,33,Ellis,32.482083,-97.026899
4/13/2020,3,4.3,18,Ellis,32.482083,-97.026899
4/14/2020,3,5.1,21,Ellis,32.482083,-97.026899
4/15/2020,3,5.9,25,Ellis,32.482083,-97.026899
4/16/2020,3,7.7,32,Ellis,32.482083,-97.026899
4/17/2020,3,7.4,31,Ellis,32.482083,-97.026899
4/18/2020,3,6.7,28,Ellis,32.482083,-97.026899
4/19/2020,3,9.8,41,Ellis,32.482083,-97.026899
4/20/2020,3,7.3,30,Ellis,32.482083,-97.026899
4/21/2020,3,11.3,47,Ellis,32.482083,-97.026899
4/22/2020,3,7.3,30,Ellis,32.482083,-97.026899
4/23/2020,3,5,21,Ellis,32.482083,-97.026899
4/24/2020,3,7.6,32,Ellis,32.482083,-97.026899
4/25/2020,3,6.1,25,Ellis,32.482083,-97.026899
4/26/2020,3,7.7,32,Ellis,32.482083,-97.026899
4/27/2020,3,9.1,38,Ellis,32.482083,-97.026899
4/28/2020,3,12.2,51,Ellis,32.482083,-97.026899
4/29/2020,3,4.8,20,Ellis,32.482083,-97.026899
4/30/2020,3,8,33,Ellis,32.482083,-97.026899
5/1/2020,3,8.4,35,Ellis,32.482083,-97.026899
5/2/2020,3,8,33,Ellis,32.482083,-97.026899
5/3/2020,3,8.3,35,Ellis,32.482083,-97.026899
5/4/2020,3,11.1,46,Ellis,32.482083,-97.026899
5/5/2020,3,7.1,30,Ellis,32.482083,-97.026899
5/6/2020,3,6.1,25,Ellis,32.482083,-97.026899
5/7/2020,3,7.9,33,Ellis,32.482083,-97.026899
5/8/2020,3,6.3,26,Ellis,32.482083,-97.026899
5/9/2020,3,6.9,29,Ellis,32.482083,-97.026899
5/10/2020,3,8.6,36,Ellis,32.482083,-97.026899
5/11/2020,3,4.5,19,Ellis,32.482083,-97.026899
5/12/2020,3,0.8,3,Ellis,32.482083,-97.026899
5/13/2020,3,3,13,Ellis,32.482083,-97.026899
5/14/2020,3,6.9,29,Ellis,32.482083,-97.026899
5/15/2020,3,7.3,30,Ellis,32.482083,-97.026899
5/16/2020,3,3.5,15,Ellis,32.482083,-97.026899
5/17/2020,3,4.7,20,Ellis,32.482083,-97.026899
5/18/2020,3,6.7,28,Ellis,32.482083,-97.026899
5/19/2020,3,9,38,Ellis,32.482083,-97.026899
5/20/2020,3,13.2,53,Ellis,32.482083,-97.026899
5/21/2020,3,14.7,56,Ellis,32.482083,-97.026899
5/22/2020,3,13.4,54,Ellis,32.482083,-97.026899
5/23/2020,3,8.7,36,Ellis,32.482083,-97.026899
5/24/2020,3,6,25,Ellis,32.482083,-97.026899
5/25/2020,3,4,17,Ellis,32.482083,-97.026899
5/26/2020,3,4.1,17,Ellis,32.482083,-97.026899
5/27/2020,3,7.2,30,Ellis,32.482083,-97.026899
5/28/2020,3,8.1,34,Ellis,32.482083,-97.026899
5/29/2020,3,6.7,28,Ellis,32.482083,-97.026899
5/30/2020,3,7.1,30,Ellis,32.482083,-97.026899
5/31/2020,3,9.1,38,Ellis,32.482083,-97.026899
6/1/2020,3,10,42,Ellis,32.482083,-97.026899
6/2/2020,3,11.2,47,Ellis,32.482083,-97.026899
6/3/2020,3,8.4,35,Ellis,32.482083,-97.026899
6/4/2020,3,5.9,25,Ellis,32.482083,-97.026899
6/5/2020,3,8.6,36,Ellis,32.482083,-97.026899
6/6/2020,3,9.6,40,Ellis,32.482083,-97.026899
6/7/2020,3,8.2,34,Ellis,32.482083,-97.026899
6/8/2020,3,8.8,37,Ellis,32.482083,-97.026899
6/9/2020,3,12.7,52,Ellis,32.482083,-97.026899
6/11/2020,3,11.7,49,Ellis,32.482083,-97.026899
6/12/2020,3,5.4,23,Ellis,32.482083,-97.026899
6/13/2020,3,6.2,26,Ellis,32.482083,-97.026899
6/14/2020,3,9,38,Ellis,32.482083,-97.026899
6/15/2020,3,9.5,40,Ellis,32.482083,-97.026899
6/16/2020,3,6.4,27,Ellis,32.482083,-97.026899
6/17/2020,3,8,33,Ellis,32.482083,-97.026899
6/18/2020,3,7.1,30,Ellis,32.482083,-97.026899
6/19/2020,3,6.9,29,Ellis,32.482083,-97.026899
6/20/2020,3,5.1,21,Ellis,32.482083,-97.026899
6/21/2020,3,4.9,20,Ellis,32.482083,-97.026899
6/22/2020,3,6.9,29,Ellis,32.482083,-97.026899
6/26/2020,3,29.9,88,Ellis,32.482083,-97.026899
6/27/2020,3,45.4,125,Ellis,32.482083,-97.026899
6/28/2020,3,18.9,65,Ellis,32.482083,-97.026899
6/29/2020,3,14.9,57,Ellis,32.482083,-97.026899
6/30/2020,3,22.7,73,Ellis,32.482083,-97.026899
7/1/2020,3,20.5,69,Ellis,32.482083,-97.026899
7/4/2020,3,19.1,66,Ellis,32.482083,-97.026899
7/5/2020,3,20.8,69,Ellis,32.482083,-97.026899
7/6/2020,3,8.3,35,Ellis,32.482083,-97.026899
7/7/2020,3,6.3,26,Ellis,32.482083,-97.026899
7/8/2020,3,16.9,61,Ellis,32.482083,-97.026899
7/9/2020,3,19.2,66,Ellis,32.482083,-97.026899
7/10/2020,3,10.4,43,Ellis,32.482083,-97.026899
7/11/2020,3,7.4,31,Ellis,32.482083,-97.026899
7/12/2020,3,6.6,28,Ellis,32.482083,-97.026899
7/13/2020,3,10.3,43,Ellis,32.482083,-97.026899
7/14/2020,3,16.9,61,Ellis,32.482083,-97.026899
7/15/2020,3,16.8,61,Ellis,32.482083,-97.026899
7/16/2020,3,25.7,80,Ellis,32.482083,-97.026899
7/17/2020,3,16.1,59,Ellis,32.482083,-97.026899
7/18/2020,3,9.4,39,Ellis,32.482083,-97.026899
7/19/2020,3,12.3,51,Ellis,32.482083,-97.026899
7/20/2020,3,8,33,Ellis,32.482083,-97.026899
7/21/2020,3,4.8,20,Ellis,32.482083,-97.026899
7/22/2020,3,5.2,22,Ellis,32.482083,-97.026899
7/23/2020,3,6.9,29,Ellis,32.482083,-97.026899
7/24/2020,3,7.2,30,Ellis,32.482083,-97.026899
7/25/2020,3,4.6,19,Ellis,32.482083,-97.026899
7/26/2020,3,4.9,20,Ellis,32.482083,-97.026899
1/4/2020,5,4.9,20,Ellis,32.482083,-97.026899
1/10/2020,5,5.6,23,Ellis,32.482083,-97.026899
1/16/2020,5,7.4,31,Ellis,32.482083,-97.026899
1/22/2020,5,5.5,23,Ellis,32.482083,-97.026899
1/28/2020,5,6.1,25,Ellis,32.482083,-97.026899
2/3/2020,5,7.3,30,Ellis,32.482083,-97.026899
2/9/2020,5,5.8,24,Ellis,32.482083,-97.026899
2/15/2020,5,7.2,30,Ellis,32.482083,-97.026899
2/21/2020,5,6.1,25,Ellis,32.482083,-97.026899
2/27/2020,5,5.2,22,Ellis,32.482083,-97.026899
3/4/2020,5,7.4,31,Ellis,32.482083,-97.026899
3/10/2020,5,6.9,29,Ellis,32.482083,-97.026899
3/22/2020,5,4.2,18,Ellis,32.482083,-97.026899
3/28/2020,5,3,13,Ellis,32.482083,-97.026899
1/1/2020,3,12.5,52,Kaufman,32.564968,-96.317687
1/2/2020,3,5.1,21,Kaufman,32.564968,-96.317687
1/3/2020,3,5.6,23,Kaufman,32.564968,-96.317687
1/4/2020,3,8.4,35,Kaufman,32.564968,-96.317687
1/5/2020,3,6.6,28,Kaufman,32.564968,-96.317687
1/6/2020,3,11.1,46,Kaufman,32.564968,-96.317687
1/7/2020,3,16.6,60,Kaufman,32.564968,-96.317687
1/8/2020,3,14.7,56,Kaufman,32.564968,-96.317687
1/9/2020,3,11.1,46,Kaufman,32.564968,-96.317687
1/10/2020,3,10.1,42,Kaufman,32.564968,-96.317687
1/11/2020,3,4.8,20,Kaufman,32.564968,-96.317687
1/12/2020,3,5.2,22,Kaufman,32.564968,-96.317687
1/13/2020,3,9.5,40,Kaufman,32.564968,-96.317687
1/14/2020,3,8.3,35,Kaufman,32.564968,-96.317687
1/15/2020,3,10.4,43,Kaufman,32.564968,-96.317687
1/16/2020,3,6.5,27,Kaufman,32.564968,-96.317687
1/17/2020,3,9.9,41,Kaufman,32.564968,-96.317687
1/18/2020,3,6.4,27,Kaufman,32.564968,-96.317687
1/19/2020,3,2.8,12,Kaufman,32.564968,-96.317687
1/20/2020,3,5.3,22,Kaufman,32.564968,-96.317687
1/21/2020,3,8.2,34,Kaufman,32.564968,-96.317687
1/22/2020,3,2.8,12,Kaufman,32.564968,-96.317687
1/23/2020,3,2.1,9,Kaufman,32.564968,-96.317687
1/24/2020,3,2.4,10,Kaufman,32.564968,-96.317687
1/25/2020,3,4.3,18,Kaufman,32.564968,-96.317687
1/26/2020,3,5.3,22,Kaufman,32.564968,-96.317687
1/27/2020,3,7.1,30,Kaufman,32.564968,-96.317687
1/28/2020,3,4.4,18,Kaufman,32.564968,-96.317687
1/29/2020,3,1.3,5,Kaufman,32.564968,-96.317687
1/30/2020,3,1.9,8,Kaufman,32.564968,-96.317687
1/31/2020,3,3.9,16,Kaufman,32.564968,-96.317687
2/1/2020,3,5.9,25,Kaufman,32.564968,-96.317687
2/2/2020,3,4.7,20,Kaufman,32.564968,-96.317687
2/3/2020,3,6.7,28,Kaufman,32.564968,-96.317687
2/4/2020,3,5.5,23,Kaufman,32.564968,-96.317687
2/5/2020,3,3.4,14,Kaufman,32.564968,-96.317687
2/6/2020,3,4.8,20,Kaufman,32.564968,-96.317687
2/7/2020,3,5.9,25,Kaufman,32.564968,-96.317687
2/8/2020,3,7.1,30,Kaufman,32.564968,-96.317687
2/9/2020,3,6.5,27,Kaufman,32.564968,-96.317687
2/10/2020,3,6.5,27,Kaufman,32.564968,-96.317687
2/11/2020,3,4.4,18,Kaufman,32.564968,-96.317687
2/12/2020,3,3.4,14,Kaufman,32.564968,-96.317687
2/13/2020,3,3.8,16,Kaufman,32.564968,-96.317687
2/14/2020,3,3.4,14,Kaufman,32.564968,-96.317687
2/15/2020,3,5.6,23,Kaufman,32.564968,-96.317687
2/16/2020,3,7.8,33,Kaufman,32.564968,-96.317687
2/17/2020,3,5.9,25,Kaufman,32.564968,-96.317687
2/18/2020,3,7.4,31,Kaufman,32.564968,-96.317687
2/19/2020,3,4.1,17,Kaufman,32.564968,-96.317687
2/20/2020,3,4.8,20,Kaufman,32.564968,-96.317687
2/21/2020,3,3.7,15,Kaufman,32.564968,-96.317687
2/22/2020,3,5,21,Kaufman,32.564968,-96.317687
2/23/2020,3,5.3,22,Kaufman,32.564968,-96.317687
2/24/2020,3,3.7,15,Kaufman,32.564968,-96.317687
